ID продукта,Бренд,Название,Описание,Цена,Тип продукта,Для кого,Тип кожи,Назначение,Объём,Способ применения,Состав,Описание бренда,Дополнительная информация,Подходит для акне,Подходит для комедонов,Подходит для розацеа
19000109679,Alma K.,ALMA K. AGE-DEFYING TIME REPAIR BOOSTER,"Сыворотка для лица Alma K. с бакучиолом стимулирует восстановление кожи, помогает вернуть ей более молодой вид и уменьшить видимость морщин. Сделать кожу более гладкой и упругой также позволяет гиалуроновая кислота. Средство, созданное на основе воды Мёртвого моря, богатой минералами, интенсивно увлажняет и питает кожу, делает её мягкой и защищает от преждевременного старения. 
<br/>При регулярном использовании сыворотки кожа выглядит более молодой, гладкой и сияющей. ",4535,сыворотка для лица,унисекс,для всех типов кожи,"против признаков старения, восстановление, увлажнение, питание",30 мл,"Используйте утром и/или вечером. Нанесите 2-3 капли средства на сухую и чистую кожу, распределите по лицу массажными движениями.","AQUA (WATER), ALOE BARBADENSIS (ALOE VERA) LEAF JUICE, VACCINIUM MYRTILLUS (BILBERRY) FRUIT/LEAF EXTRACT,	GLYCERIN, SACCHARUM OFFICINARUM (SUGARCANE) EXTRACT, POLYSORBATE 20, XANTHAN GUM, BAKUCHIOL, SODIUM HYALURONATE (HYALURONIC ACID), MARIS AQUA (DEAD SEA WATER), GLOBULARIA CORDIFOLIA CALLUS CULTURE EXTRACT (PLANT STEM CELLS), CITRUS AURANTIUM DULCIS (SWEET ORANGE) FRUIT EXTRACT, CITRUS LIMON (LEMON) FRUIT EXTRACT, ACER SACCHARUM (SUGAR MAPLE) EXTRACT, AHNFELTIOPSIS CONCINNA (ALGAE) EXTRACT, CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT, CALENDULA OFFICINALIS (POT MARIGOLD) FLOWER EXTRACT, PERSEA GRATISSIMA (AVOCADO) OIL, GLYCINE SOJA (SOYBEAN) OIL, HYDROXYETHYLCELLULOSE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, PARFUM (FRAGRANCE), CHLORPHENESIN, PROPYLENE GLYCOL, SODIUM DEHYDROACETATE, HEXYL CINNAMAL, LINALOOL, HYDROXYCITRONELLAL, POTASSIUM SORBATE, BENZOIC ACID, DEHYDROACETIC ACID.",,"страна происхождения<br>Италия<br><br>изготовитель:<br>""Alma K. S.R.L."", адрес: Viale Giuseppe Mazzini 10, 50132 Florence, Италия.<br><br>",False,False,False
19000136088,Christina,CHRISTINA Hydra-Ginseng Cream,"Крем богат липидами, антиоксидантами, витаминами и другими ценными веществами. Борется со свободными радикалами, разглаживает рельеф, повышает эластичность, увлажняет и питает кожу. Благодаря стабилизированной форме витамина С крем выравнивает тон кожи. Экстракт женьшеня обеспечивает насыщение влагой, оказывает детокс-эффект, стимулирует регенерацию, предотвращает образование морщин. Сквалан (из экстракта оливкового масла) помогает восстановить липидный барьер, защищает от обезвоживания, повышает тонус",2520,крем для лица,унисекс,для всех типов кожи,"увлажнение, питание",50 мл,"Равномерно нанесите средство на кожу лица, шеи и зоны декольте, внедрите массирующими движениями. Примечание: перед выходом на улицу необходимо дополнить средством с SPF.","Deionized water (Aqua), Ascorbic Acid, Phenoxyethanol, Caprylyl Glycol, 1,2-Hexanediol, Alpha-Isomethyl Ionone, Ascorbyl Glucoside, Benzyl Salicylate, Boswellia Serrata Gum Extract, Butylene Glycol, Butyrospermum Parkii Butter, Cetyl Alcohol, Citronnellol, Disodium Cocoamphodiacetate, Ethylhexylglycerin, Geraniol, Glucose, Glycerin, Glyceryl Stearate, Glycine, Glycine Soja (Soybean) Protein, Helianthus Annuus (Sunflower) Seed Oil, Hexyl Cinnamal, Isocetyl Alcohol, Isodecyl Neopentanoate, Lecithin, Linalool, Panax Ginseng Root Extract, PEG-40 Stearate, Perfume, Potassium Sorbate, Propanediol, Retinyl Palmitate, Sodium Acrylate Copolymer, Sodium Benzoate, Sodium Dextran Sulfate, Sodium hyaluronate, Sodium Phytate, Sorbitan Tristearate, Squalane, Tocopheryl Acetate, Valine",,страна происхождения<br>Израиль<br><br>изготовитель:<br>Biokor Metics LTD/Биокор Мелтикс ЛТД<br><br>,False,False,False
19000149526,Comfort zone,COMFORT ZONE Hydramemory face mist,"Освежающий спрей, который удобно брать с собой для мгновенного увлажнения и сияния кожи.
Экстракт кактуса опунции повышает рост кератиноцитов, отвечающих за барьерный слой кожи и сохранение влаги. Бетаин регулирует диффузию воды внутри и снаружи клеток, сохраняя гидратацию и защищая кожу от стрессовых факторов окружающей среды.<br><br>
 
НАУЧНО-ОБОСНОВАННЫЕ СОЗНАТЕЛЬНЫЕ ФОРМУЛЫ 99,2% ингредиентов натурального происхождения.<br><br>
 
ТЕСТ НА ЭФФЕКТИВНОСТЬ:<br>
+65.7% мгновенное увлажнение**<br>
100% ощутили освежающий эффект**<br>
100% находят свою кожу сияющей**<br>
100% считают кожу увлажненной и шелковистой*<br>
*Инструментальная оценка, 20 человек, разные климатические условия, 1 применение.<br>
**Самооценка, 20 человек, 1 применение.",3520,спреи и мисты для лица,унисекс,для всех типов кожи,"увлажнение, питание",100 мл,"Распылите мист на небольшом расстоянии от лица в любое время, когда почувствуете необходимость в увлажнении кожи. <br>
Можно наносить на макияж.","Aqua/water/EAU, propylen glycol, butyllene glycol , glycerin*, pentylene glycol*,sorbitol*, phenoxyetanol, caprylyl/capryl glucoside/ opuntia ficus-indica stem extract/betaineethylhexylglycerin/ parfum,fragrance, sodium phytate,citrad acid, potassium sorbate, sodium benzonate. ","[ comfort zone ] – это итальянский бренд высокоэффективной косметики для профессионального ухода за лицом и телом. <br>
Бренд создан в 1996 году доктором Давидом Боллати, фармацевтом и владельцем Davines Group, сертифицированной B Corporation. <br><br>

Постоянные инновации, возглавляемые внутренней командой из более чем 40 ученых и международным научным комитетом, вдохновлены Научным Ботаническим Садом в штаб-квартире в Парме, Италия и подкреплены 25-летней профессиональной экспертизой, которая сделала [ comfort zone ] лидером в международной спа- и велнес-индустрии.<br><br>

Системы средств рассчитаны на решение различных задач в области ухода за кожей  лица и тела: ежедневный уход, направленный на увлажнение, восстановление и здоровое сияние кожи, и специальный уход, такой как: коррекция возрастных изменений борьба с пигментацией, ремоделирование тела и борьба с несовершенствами фигуры и, конечно же, визитная карточка бренда - ароматерапия. <br><br>

Чистые и подходящие для веганов формулы содержат высокую концентрацию биоактивных ингредиентов натурального происхождения и не содержат производных животного происхождения, силиконов, парабенов и искусственных красителей. Они характеризуются биомиметической текстурой, клинически и дерматологически протестированной, для оптимальной безопасности и комфорта кожи.<br><br>

В более чем 5000 спа-центрах-партнерах в Италии и по всему миру опытные косметологи и спа-специалисты, обученные методам [ comfort zone ], заботятся о своих гостях, максимально повышая эффективность профессионально разработанных формул продуктов бренда, благодаря эксклюзивным массажам и технологическому оборудованию последнего поколения для преображения красоты и хорошего самочувствия.
",страна происхождения<br>Италия<br><br>изготовитель:<br>DAVINES S.P.A. - SKINCARE DIVISION VIA CALZOLARI 55/A - 43126 PARMA - ITALY<br><br>,False,False,False
19760334934,DARLING*,DARLING* Lip Soother,"Веганский бальзам для губ с ультраувлажняющим и ANTI-AGE эффектом для самых сладких и нежных поцелуев. Чтобы ваши губы на 100% были готовы к самым нежным поцелуям. LIP SOOTHER создан специально для мегаувлажненных и сладких губ! <br>
Компактный бальзам-баттер в форме карандаша так удобно взять с собой куда угодно: он поместится даже в самую маленькую модную сумочку. Легкий кокосовый вкус и аромат бальзама напоминают настоящий тропический десерт. <br>
Масло ореха макадамии обладает природным мощным увлажняющим, регенерирующим, смягчающим и anti-age действием: оно снижает оксидативный стресс, поэтому ваши губы останутся с ним надолго молодыми и пухлыми! <br>
Абсолютно веганский продукт. Enjoy!",890,бальзам для губ,женский,для всех типов кожи,"увлажнение, против признаков старения",,"Нанести на чистую кожу губ. Все. Бальзам мягко и точно скользит по губам, оставляя за собой ощущение комфорта и увлажненности. <br>
Просто как раз-два. You’re good to go!","Octyldodecanol, Diisostearyl Malate, Pentaerythrityl Tetraisostearate, Polybutene, Polyethylene, Caprylic/Capric Triglyceride, Silica, Synthetic Fluorphlogopite, Synthetic Beeswax, Macadamia Integrifolia Seed Oil, Parfum, Phenoxyethanol, Pentaerythrityl Tetra-Di-T-Butyl
Hydroxyhydrocinnamate.  ","DARLING* —  международный бренд косметики on-the-go, рождённый в цифровой среде и объединивший команду креативных людей со всего мира. DARLING* меняет привычное понимание красоты и создает продукты, которые разговаривают со своим потребителем – очаровывают, удивляют, вызывают восторг, при этом очень удобны и эффективны.<br><br>

Миссия DARLING* – превратить ежедневную бьюти-рутину в увлекательную игру!
DARLING* – это красота сегодня, открытая, настоящая, без фильтров. Это бренд, который говорит с тобой на одном языке, продукты, которые впишутся в твой сумасшедший лайфстайл и поддержат твою страсть к экспериментам, это бьюти-рутина по твоим правилам, чтобы каждый твой день был наполнен оптимизмом.
",страна происхождения<br>Германия<br><br>,False,False,False
19000283174,OKOLO,OKOLO Soybean Relift Mask,"Соя – знаковый ингредиент и источник белка в корейской кухне, обладает омолаживающими и осветляющими косметическими свойствами, поэтому используется и в уходе за кожей. <br><br>

В нашей подтягивающей маске действие экстракта семян сои усилено свойствами инновационного трехслойного материала-основы, обеспечивающего оптимальную доставку активных веществ, повышающих эластичность и плотность кожи. <br><br>

Верхний и нижний слои материала обеспечивают максимальное прилегание к коже, в то время как внутренний слой, пропитанный эссенцией, творит чудеса: наполняет клетки влагой и возвращает коже упругость.",249,маски для лица,унисекс,для всех типов кожи,"увлажнение, осветление",,"Достаньте маску из упаковки, аккуратно расположите на лице. <br>
Через 10-20 минут снимите трехслойную основу и мягко помассируйте кожу, чтобы в нее впитались остатки эссенции.","Water, methylpropanediol, glycerin, niacinamide, hydroxyacetophenone, panthenol, carbomer, allantoin, caffeine, tromethamine, glyceryl acrylate/acrylic acid copolymer, propanediol, caprylyl glycol, ethylhexylglycerin, adenosine, 1,2-hexanediol, dipropylene glycol, polyglyceryl-10 isostearate, xanthan gum, butylene glycol, hydroxypropyl methylcellulose, PVM/MA copolymer, pentylene glycol, polyglyceryl-10 oleate, disodium EDTA, sodium polyacrylate, acetyl glucosamine, sodium hyaluronate, cynanchum atratum extract, althaea rosea flower extract, sodium hyaluronate crosspolymer, glycine soja (soybean) seed extract.",,страна происхождения<br>Республика Корея<br><br>,False,False,False
15250700066,Clinique,CLINIQUE Dramatically Different Moisturizing Lotion+ With Pump,"Текстура: лосьон.
<p>
Преимущества продукта: разработанная дерматологами формула способствует длительному увлажнению. Укрепляющие компоненты продлевают молодость кожи. Подходит для любого времени года. Экономичная формула, которая легко распределяется по коже. Придает коже ощущение комфорта, свежий и здоровый вид.",6110,лосьон для лица,женский,для всех типов кожи,"увлажнение, против несовершенств",125 мл,"Утром и вечером после отшелушивающего лосьона, на участки лица, где ощущается сухость и стянутость (включая область вокруг глаз).","Water\Aqua\Eau, Mineral Oil\Paraffinum Liquidum\Huile Minérale, Glycerin, Petrolatum, Stearic Acid, Glyceryl Stearate, Sesamum Indicum (Sesame) Oil, Urea, Lanolin Alcohol, Triethanolamine, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seedcake, Propylene Glycol Dicaprate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Trisodium Edta, Phenoxyethanol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Red 33 (Ci 17200) <ILN39477>","Бренд Clinique был создан в 1968 году всемирно известным дерматологом Норманом Орентрайхом и является одним из ведущих производителей средств ухода за кожей, декоративной косметики и парфюмерии класса люкс. Все средства разработаны на основе клинических исследований и многолетнего опыта ведущих дерматологов с учетом индивидуальных потребностей кожи, проверены на аллергию и не содержат отдушек.
<br><br>
Легендарные средства Clinique заслуженно завоевали сердца российских потребителей. Один из бестселлеров бренда, интенсивно увлажняющий гель-крем на 100 часов с биоферментом алоэ и гиалуроновой кислотой Moisture Surge 100H Auto-replenishing Hydrator, мгновенно и надолго защищает кожу от обезвоживания, обеспечивая увлажнение десяти слоев кожи.
<br><br>
Сегодня Clinique в тесном партнерстве с нью-йоркской медицинской школой Icahn School of Medicine at Mount Sinai создает совместный центр Healthy Skin Dermatology Center с целью проведения совместных дерматологических исследований аллергических заболеваний.
","страна происхождения<br>Великобритания<br><br>изготовитель:<br>“Estee Lauder B.V.”, Nijverheidsstraat 15, B-2260 Oevel-Westerlo, Belgium/ “Эсте Лаудер Б.В.”, Нижверхестраат 15, B-2260 Увел-Вестерло, Бельгия<br><br>",False,False,False
19000012301,Dr. Ceuracle ,DR. CEURACLE  Pro Balance Biotics Toner,"Увлажняющий тонер для регулярного использования подготовит кожу к нанесению ухаживающих средств и завершит этап очищения. <br>
Восстанавливает pH и гидробаланс кожи, создавая оптимальные условия для проникновения и усвоения активных веществ последующих уходовых средств. <br>
Нормализует микробиом и помогает восстанавливаться от воздействия факторов внешнего стресса. <br>
В основе средства лежит биомиметическая вода, которая имеет идеальную совместимость с кожей любого типа. Тонер приятно освежает и дает эффект увлажненной и гладкой кожи.
",3800,тонер,унисекс,для всех типов кожи,"увлажнение, питание, восстановление, успокаивающее, противовоспалительное действие, против признаков старения",300 мл,Нанесите тонер на ватный диск или на ладони и распределите по лицу.,"Water, Propanediol, Glycerin, Glycereth-26, 1,2-Hexanediol, Portulaca Oleracea Extract, Trehalose, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Citrus Aurantium Dulcis (Orange) Oil, Hydrogenated Lecithin, Citrus Nobilis (Mandarin Orange) Peel Oil, Litsea Cubeba Fruit Oil, Mineral Water, Betaine, Octyldodeceth-16, Butylene Glycol, Sodium Citrate, Lactobacillus Ferment, Citric Acid, Disodium EDTA, Ceramide Np, Lactococcus Ferment Lysate, Bifida Ferment Filtrate, Bifida Ferment Lysate, Saccharomyces Ferment Filtrate, Theanine, Milk Lipids, Glutathione, Ethylhexylglycerin.","Dr.Ceuracle (Южная Корея)<br>
<br>
Dr.Ceuracle – пионеры космецевтики в Южной Корее. Уход, рассчитанный на самые актуальные потребности кожи, благодаря широкому ассортименту линий. Средства бренда направлены на устранение недостатков и поддержание красоты кожи, за счет умных формул, качественных и современных составов и передовых технологий. <br>
В ассортименте Dr.Ceuracle можно найти средства для любого типа и состояния кожи, среди которых нашумевшая Веганская крем-эссенция с Комбучей, новинка, ставшая хитом – Увлажняющий очищающий бальзам-пенка, а также Гидрофильное масло с пробиотиками, входящее в список лучших гидрофильных масел в подборках beauty-блогеров из разных стран мира. ",страна происхождения<br>Республика Корея<br><br>,False,False,True
19000408371,MakeUp Revolution,MAKEUP REVOLUTION Jelly,"Готовы познакомиться с нашими новыми желешками? Гелевые масла для губ с охлаждающим, комфортным и нелипким покрытием — в формате стика. <br>
Идеально подходят для использования соло или в качестве сияющего топпера для карандашей для губ.<br><br>

Преимущества:<br>
- Все те же свойства масла для губ, но в удобном формате стика<br>
- Защищает от сухости<br>
- Каждый оттенок имеет свой индивидуальный аромат<br>
- Влажный сочный финиш<br>
- Смягчает губы и защищает их от сухости<br>
- Можно использовать как самостоятельно, так вместе с румянами Jelly Blush Stick. <br><br>

Используйте отдельно или в сочетании с любимым карандашом для губ для полупрозрачного сочного эффекта. Веганский продукт, не тестировался на животных.",942,масло для губ,женский,для всех типов кожи,увлажнение,,Нанести на губы.,"Ethylhexyl palmitate, paraffinum liquidum (mineral oil, huile minerale), octyldodecanol, polyisobutene, c12-15 alkyl benzoate, dibutyl lauroyl glutamide, dibutyl ethylhexanoyl glutamide, menthone glycerin acetal, tridecyl trimellitate, aroma (flavor), benzyl benzoate, limonene, citrus aurantium peel oil.","<p>Успешная торговая марка из Лондона REVOLUTION Makeup после появления на рынке в 2014 году произвела полный фурор! Британские «революционеры» выступают напротив привилегированности и неравенства в мире красоты. Они убеждены, что каждый на земле имеет право на самовыражение, в том числе — при помощи макияжа, вне зависимости от пола, национальности, вероисповедания, дохода и возраста. «Нет» — стандартам, «да» — индивидуальности! Такая философия позволила REVOLUTION Makeup достичь лидирующих позиций на рынке косметики в Британии (не сбавляя темпов распространения) и помогла завоевать аудиторию более чем 40 стран мира! <p>

Революционность торговая марка также поддерживает и в проекте сотрудничества с блогерами: буквально ежемесячно в линейке REVOLUTION появляются новые средства, разработанные в сотрудничестве с инфлюенсерами со всей планеты. <p>

Одна из главных целей бренда — защитить животных и их права! Основная часть продукции REVOLUTION Makeup имеет веганский состав. Она не тестируется на животных и не содержит компонентов, получаемых в процессе нанесения им вреда.","страна происхождения<br>Китай (Китайская Народная Республика)<br><br>изготовитель:<br>Великобритания, Революшен Бьюти Лимитед, Юнитс 4-5 Щит Глаз Роад, Кулэт Драйв Куин бороус, Кент МЕ11 5ДжС<br><br>",False,False,False
19000094895,BABOR,BABOR Multi Vitamin Ampoule Concentrates,"Активный концентрат для комплексного укрепления иммунитета кожи. Насыщают кожу витаминами А, В5, Е, провитамином А и биотином, защищают кожу от экзогенного стресса, повышают эластичность кожи. Результат: кожа становится свежей и приобретает здоровый вид.",3900,ампулы для лица,унисекс,для обезвоженной кожи,"против несовершенств, разглаживание, увлажнение, укрепление",,"Только для наружного применения!
<p>
Используйте ампулы после очищения утром или вечером.
<p>
Слегка встряхните ампулу, оберните её горлышко косметической салфеткой или вставьте её в прилагаемое к упаковке пластиковое приспособление для открывания ампул. Резким движением отломите верхнюю часть ампулы по нижнему цветному кольцу.
<p>
Одна ампула предназначена на одно нанесение.
<p>
Нанесите половину содержимого ампулы на кожу лица, шеи и декольте. «Впечатайте» ампульный концентрат в кожу. Таким же образом нанесите вторую половину ампулы. Немного подождите.
<p>
Когда концентрат впитается, обязательно нанесите крем.","AQUA, CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE, 3-O-ETHYL ASCORBIC ACID, NIACINAMIDE, TOCOPHERYL ACETATE, PANTHENOL, 
PHENOXYETHANOL, CITRIC ACID, DISODIUM PHOSPHATE, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, XANTHAN GUM, RETINYL PALMITATE, HIPPOPHAE RHAMNOIDES FRUIT EXTRACT, SODIUM HYDROXIDE, BIOTIN, CALCIUM CHLORIDE, ETHYLHEXYLGLYCERIN, LIMONENE, GELLAN GUM, SODIUM HYALURONATE, FRAGRANCE (PARFUM), PANTOLACTONE, LINALOOL, ERGOTHIONEINE, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT","BABOR – Альфа и Омега Инновационной Косметологии <br><br>

BABOR — немецкий научный центр красоты мирового значения. Более 60 лет опыта в бьюти-индустрии. Мы известны безупречным качеством и непревзойденной эффективностью продуктов и процедур для профессионального ухода за кожей. Разработка и производство продукции BABOR расположено в штаб-квартире в г. Ахен, Германия, поэтому каждый продукт на всех этапах разработки и фасовки проходит строгий контроль качества. <br><br>

Каждый продукт BABOR – от идеи до готового продукта ухода – живое воплощение принципа made in Germany. В основе высокоточных формул бренда - активные ингредиенты последнего поколения. В комбинации с опытом и знаниями в области ухода BABOR они позволяют добиться максимальных результатов, превращая уход за кожей в эксклюзивное удовольствие, принадлежащее исключительно ВАМ. <br><br>

Мы создаём инновационные формулы высокой точности, продукты и экспертные решения. Мы способны раскрыть естественную красоту каждого и укрепить уверенность в себе!",страна происхождения<br>Россия<br><br>,False,False,False
19000303110,andplus,ANDPLUS dewdrop toner 32.1,"andplus skincare<br>
продукты, из которых каждый сможет построить оптимальную для себя рутину<br><br>

увлажняющий тонер для лица <br>
комфортный. успокаивающий. мгновенный.<br><br>

+ вязкая, но не липкая текстура — мгновенно впитывается и не ощущается на коже<br>
+ современная формула с инкапсулированными маслами — не нужно взбалтывать<br>
+ содержит жирные кислоты и увлажняющие компоненты, близкие к составу кожи<br>
+ двойной подход — увлажняет и удерживает влагу внутри<br>
+ восстанавливает защитный барьер <br>
+ для сухой, нормальной и комбинированной кожи<br>
+ без спирта и отдушек<br><br>

cruelty-free.<br>
упаковка может быть сдана на переработку.",1500,тонер,унисекс,"для нормальной кожи, для сухой кожи, для комбинированной кожи","увлажнение, восстановление, успокаивающее",120 мл,"Равномерно распределите небольшое количество средства по лицу. <br>
Используйте утром и вечером. <br>
Избегайте области вокруг глаз.
","Water, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Carbomer, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Tocopherol, Disodium EDTA.
","&+<br>
для апгрейда среды обитания и себя в ней","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""iMINE CO., LTD."", адрес: 40-37, Gajangsaneopseobuk-ro, Osan-si, Gyeonggi-do, 18103, Республика Корея <br><br>",False,False,True
19000199940,PAYOT,PAYOT Lotion biphasée poudrée matifiante,"Двухфазный лосьон PAYOT с экстрактом чилийской мяты и пудрой из цинка очищает кожу, матирует её и сужает поры. <br>
Средство, действующее одновременно как очищающий лосьон и матирующая пудра, помогает улучшить состояние проблемной и склонной к появлению жирного блеска кожи. <br>
В составе продукта – 98% ингредиентов натурального происхождения. ",2002,лосьон для лица,женский,для жирной кожи,"очищение, матирование",125 мл,"Наносите утром и/или вечером на все лицо и шею с помощью ватного диска, избегая кожи вокруг глаз. <br>
Не смывайте. <br><br>

Хорошо встряхните перед использованием. 
","Aqua (Water), Alcohol, Glycerin, Zinc Oxide, Peumus Boldus Leaf Extract, Smithsonite Extract, Salicylic Acid, Magnesium Aluminum Silicate, Butylene Glycol, Pentylene Glycol, Xanthan Gum, Silica, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Phenoxyethanol, Parfum (Fragrance), Ci 19140 (Yellow 5), Ci 42090 (Blue 1).","<p>История бренда PAYOT началась в 1920 году, когда косметолог и врач Надя Пайо предложила новый взгляд на поддержание женской красоты. Основательницу марки вдохновили наблюдения за подругой, балериной Анной Павловой, тело которой оставалось молодым и красивым благодаря тренировкам. Надя решила разработать «физическую культуру» и для лица: она использовала знания, полученные в медицинской сфере, и создала уникальный массаж «42 движения». Следующим шагом стал выпуск линии эффективных, но мягких средств для кожи и основание бренда PAYOT. <p>
Гимнастика для лица, придуманная Надей Пайо, по сей день остается важным элементом профессиональных процедур PAYOT, а средства марки для разных типов кожи становятся всё более эффективными и инновационными. Продукты для лица и тела помогают добиться заметного результата, не вызывая раздражения. Уже почти 100 лет косметика PAYOT гарантирует эффективность, безопасность и удовольствие от ухода за кожей. ",страна происхождения<br>Франция<br><br>,False,False,False
19000180240,"Dear, klairs","DEAR, KLAIRS Rich Moist Soothing Serum","Сыворотка для лица интенсивно увлажняет и успокаивает кожу. Бета-глюкан и витамин E восстанавливают, действуют как антиоксиданты. Церамиды укрепляют защитный барьер. Гиалуроновая кислота удерживает влагу в коже. Масло ши смягчает. Масло жожоба питает. Аминокислоты улучшают тонус и эластичность кожи. Пантенол и бетаин предотвращают сухость. Экстракт корня солодки и томата выравнивают тон. Экстракт портулака, лаванды и центеллы снимают раздражение. Экстракт риса смягчает. Масло эвкалипта освежает и охлаждает, ускоряет восстановление.",2917,сыворотка для лица,унисекс,для всех типов кожи,"увлажнение, питание, успокаивающее",80 мл,После очищения и тонера нанесите сыворотку на кожу лица легкими похлопывающими движениями. Используйте утром и вечером.,"Purified water, butylene glycol, dimethyl sulfone, betaine, propanediol, disodium EDTA, Spanish licorice root extract, Centella asiatica extract, algin, carbomer, 1,2-hexanediol, clofenesin, Tocopheryl Acetate, PEG-60 Hydrogenated Castor Oil, Peony Root Extract, Star Anise Extract, Lotus Extract, Grapefruit Extract, Golden.  extract, glycerin, sodium hyaluronate, panthenol, loofah cucumber fruit/leaf/stem extract, aloe vera leaf extract, hollyhock extract, purslane extract, polyquaternium-51, celery extract turnip leaf extract, rice bran extract, cabbage extract , Carrot Extract, Broccoli Extract, Tomato Fruit/Leaf/Stem Extract, Beta-Glucan, Lysine HCL.  Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Proline, Natto Gum.",,"страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""WISHCOMPANY INC."", адрес: 16F, 419, Teheran-ro, Gangnam-gu, Seoul, Республика Корея<br><br>",False,False,True
99840500008,Elizavecca,ELIZAVECCA MILK DEEP POWER RINGER MASK PACK,"Тканевая маска лица Elizavecca с молочным экстрактом увлажняет кожу и улучшает её тон, повышает эластичность кожи и оказывает успокаивающее действие. Всего за 10-20 минут средство возвращает коже ощущение комфорта и делает её увлажненной, сияющей, более мягкой и упругой.  ",147,маски для лица,женский,для всех типов кожи,восстановление,,"1. Очистите кожу лица и используйте тонер.
2. Нанесите маску на лицо и оставьте на 15-20 минут, затем удалите. 
3. Аккуратно распределите по коже остатки эссенции.
","Water, Glycerin, Dipropylene Glycol, PEG-60 Hydrogenated Castor Oil, Milk Extract (3,000 ppm), Colostrum (3,000 ppm), Dimethicone, Phenoxyethanol, Chlorphenesin, Carbomer, Sodium Hyaluronate, Hydrolyzed Collagen, Vin cetoxicum Atratum Extract, Portulaca Oleracea Extract, Hamamelis Virginiana (Witch Hazel) Extract, Nelumbo Nucifera Flower Extract, Iris Versicolor Extract, Leontopodium Alpinum Flower/Leaf Extract, Lilium Candidum Flower Extract, Jas minum Officinale (Jasmine) Flower Extract, Freesia Refracta Extract, Rosa Centifolia Flower Extract, Arginine, Hydroxyethylcellulose, Disodium EDTA, Fragrance",,"страна происхождения<br>Республика Корея<br><br>изготовитель:<br>""MIZ TRADE CO., LTD"", адрес: (3 Floor, Gujeong bldg., Dogok-dong), 24, Nambusunhwan-ro 351-gil , Gangnam-gu, Seoul, Республика Корея<br><br>",False,False,True
19000291363,AESTURA,AESTURA Atobarrier365 bubble cleanser,"Пенка мягко очищает кожу, поддерживая её гидролипидный баланс и не оставляя ощущение стянутости после умывания. Витамин E и экстракт зеленого чая дарят увлажняющий эффект. <br>
Удобный формат пенки сводит к минимуму трение при очищении. <br>
Подходит для всех типов кожи. <br>
Подходит для чувствительной кожи.",2565,пенка для лица,унисекс,для всех типов кожи,"очищение, увлажнение",150 мл,"Используйте после этапа снятия макияжа. <br>
Нажмите на помпу, слегка помассируйте лицо, а затем смойте теплой водой.","Water / aqua / eau, glycerin, sorbitol, propanediol, coco-glucoside, caprylyl/capryl glucoside, disodium cocoamphodiacetate, disodium cocoyl glutamate, sodium chloride, citric acid, glyceryl caprylate, disodium edta, ethylhexylglycerin, butylene glycol, tocopherol, camellia sinensis leaf extract.","AESTURA — аутентичный бренд дермокосметики №1 по рекомендации дерматологов в Южной Корее, который стремится удовлетворить потребности чувствительной кожи. <br><br>

Название AESTURA происходит от слова «эстуарий» — слияние различных вод, образующих плодородную дельту. Бренд объединяет обширный фармацевтический опыт с передовыми достижениями дерматологической науки, чтобы подчеркнуть естественную красоту вашей кожи. <br><br>

AESTURA отличается подходом к созданию дермокосметики и работает вместе с независимой консультативной сетью из 42 дерматологов из ведущих университетских клиник Кореи. Формулы средств разработаны на основе передовых разработок в собственной лаборатории: 470 научных работ и 250 патентов на ингредиенты и технологии, оптимизированные для каждого запроса кожи. Компания использует специальное оборудование, которое может регулировать даже незначительные изменения температуры в процессе эксплуатации — от производства до контроля качества.
","страна происхождения<br>Республика Корея<br><br>изготовитель:<br>“AMOREPACIFIC CORPORATION”, адрес: 100, Hangang-daero, Yongsan-gu, Seoul, Республика Корея.<br><br>",False,False,True
